roi,r,p,metric
7Networks_LH_Default_Temp_2,0.8571305665064746,0.0015285037034734094,Saves
7Networks_LH_Default_Temp_3,0.5701384767915635,0.08527848948415125,Saves
7Networks_LH_Default_Temp_4,0.6111464875048065,0.06049496402263587,Saves
7Networks_LH_Default_Temp_5,0.3284773986447767,0.3540945837963009,Saves
7Networks_LH_Default_Temp_6,0.4781472768004638,0.16216534306763106,Saves
7Networks_LH_Default_Temp_7,0.4759912515490144,0.16433873029782342,Saves
7Networks_LH_Default_Temp_8,0.3548830052086466,0.31429655147953506,Saves
7Networks_LH_Default_Temp_9,0.2306987378247627,0.5213583205703416,Saves
7Networks_LH_Default_Temp_10,0.4367019857684042,0.20699604755886308,Saves
7Networks_LH_Default_Par_1,0.5993079484607372,0.06708562283244023,Saves
7Networks_LH_Default_Par_2,0.8306107279349563,0.0029201087129045464,Saves
7Networks_LH_Default_Par_3,0.38218154172309077,0.27576014006825467,Saves
7Networks_LH_Default_Par_4,0.8452364516785974,0.0020731470473994242,Saves
7Networks_LH_Default_Par_5,0.7450754021618217,0.013403025195844485,Saves
7Networks_LH_Default_Par_6,0.716099545406343,0.01983756392662492,Saves
7Networks_LH_Default_Par_7,0.40784265055130764,0.2420177834144176,Saves
7Networks_LH_Default_PFC_1,0.2197230379482737,0.5418960543973388,Saves
7Networks_LH_Default_PFC_2,0.267421858773205,0.45508507258852804,Saves
7Networks_LH_Default_PFC_3,0.5133835838897944,0.12909177835589344,Saves
7Networks_LH_Default_PFC_4,0.33618954873025736,0.3422194774386605,Saves
7Networks_LH_Default_PFC_5,0.5781906386954373,0.07997274267289242,Saves
7Networks_LH_Default_PFC_6,0.5805122304447646,0.07848362373529645,Saves
7Networks_LH_Default_PFC_7,0.29295246958946053,0.411389462518573,Saves
7Networks_LH_Default_PFC_8,0.700416748913145,0.02408562142614156,Saves
7Networks_LH_Default_PFC_9,0.32118815716541915,0.3655061232776257,Saves
7Networks_LH_Default_PFC_10,0.4124786533265264,0.23618201280177115,Saves
7Networks_LH_Default_PFC_11,0.8949898527537717,0.0004678415741483213,Saves
7Networks_LH_Default_PFC_12,0.3896898170258229,0.2656360287684213,Saves
7Networks_LH_Default_PFC_13,0.7988453205679497,0.005574756417498884,Saves
7Networks_LH_Default_PFC_14,0.8102388685900662,0.004480494950244448,Saves
7Networks_LH_Default_PFC_15,0.9010152267894078,0.0003721421577898759,Saves
7Networks_LH_Default_PFC_16,0.6400761638004145,0.04622100194755519,Saves
7Networks_LH_Default_PFC_17,0.685379394862054,0.02870929040966589,Saves
7Networks_LH_Default_PFC_18,0.7929911508681634,0.006205344388967482,Saves
7Networks_LH_Default_PFC_19,0.866119249983398,0.0011921061677317806,Saves
7Networks_LH_Default_PFC_20,0.5787232078006621,0.07962954197400511,Saves
7Networks_LH_Default_PFC_21,0.7644019369678807,0.01002991095075951,Saves
7Networks_LH_Default_PFC_22,0.8028861678493375,0.005167063790043872,Saves
7Networks_LH_Default_PFC_23,0.8191242780497853,0.003740960686272023,Saves
7Networks_LH_Default_PFC_24,0.611209042481696,0.060461321110066864,Saves
7Networks_LH_Default_pCunPCC_1,0.22752059024739152,0.5272721790106597,Saves
7Networks_LH_Default_pCunPCC_2,0.15532983109044418,0.6682960871218245,Saves
7Networks_LH_Default_pCunPCC_3,0.41180816856106595,0.23702106223521097,Saves
7Networks_LH_Default_pCunPCC_4,-0.08362775515908695,0.8183383055211519,Saves
7Networks_LH_Default_pCunPCC_5,-0.21549198262891875,0.5498979172602303,Saves
7Networks_LH_Default_pCunPCC_6,0.4278623289361552,0.21739204110236682,Saves
7Networks_LH_Default_pCunPCC_7,0.7684674285098617,0.009405314725309288,Saves
7Networks_LH_Default_pCunPCC_8,0.6973753146564714,0.02497621975011043,Saves
7Networks_LH_Default_pCunPCC_9,0.7570109966335745,0.011239296502405327,Saves
7Networks_LH_Default_pCunPCC_10,0.37965064400948456,0.27921931727685645,Saves
7Networks_LH_Default_pCunPCC_11,0.447611229653765,0.19457047483080261,Saves
7Networks_RH_Vis_1,0.09708153052107343,0.7896243697021801,Saves
7Networks_RH_Vis_2,0.12226905977093595,0.7364991997297273,Saves
7Networks_RH_Vis_3,0.07694836989519532,0.8326685634916264,Saves
7Networks_RH_Vis_4,0.14298862235082999,0.6935294941214958,Saves
7Networks_RH_Vis_5,0.02652871747349603,0.9420092543270107,Saves
7Networks_RH_Vis_6,0.14702174418734842,0.6852519680335896,Saves
7Networks_RH_Vis_7,0.04000351200209992,0.9126322199668859,Saves
7Networks_RH_Vis_8,0.14250966014944938,0.6945144704126021,Saves
7Networks_RH_Vis_9,0.5060489944139392,0.13559839885452418,Saves
7Networks_RH_Vis_10,0.17865196742334655,0.6214347949558615,Saves
7Networks_RH_Vis_11,0.34280886647034026,0.33219166673172257,Saves
7Networks_RH_Vis_12,0.05962655729654269,0.8700296497339564,Saves
7Networks_RH_Vis_13,0.19582597798433576,0.5876831869125804,Saves
7Networks_RH_Vis_14,0.1023274824746226,0.7784877672518633,Saves
7Networks_RH_Vis_15,0.307534816269727,0.3873638240651671,Saves
7Networks_RH_Vis_16,0.2909609834566313,0.4147240979407287,Saves
7Networks_RH_Vis_17,0.046539943172605826,0.8984140965275887,Saves
7Networks_RH_Vis_18,0.008757263870292367,0.9808449543229387,Saves
7Networks_RH_Vis_19,0.331629728548393,0.34921585426503593,Saves
7Networks_RH_Vis_20,0.10716075500194526,0.7682592298473949,Saves
7Networks_RH_Vis_21,0.2214824131174057,0.538582410053948,Saves
7Networks_RH_Vis_22,0.17500617490298107,0.6286849776768606,Saves
7Networks_RH_Vis_23,0.3705085484346578,0.2919089134731065,Saves
7Networks_RH_Vis_24,0.1256796430766909,0.7293773109160461,Saves
7Networks_RH_Vis_25,0.39383677720333987,0.2601331324743563,Saves
7Networks_RH_Vis_26,0.25210757246542287,0.4822496585320468,Saves
7Networks_RH_Vis_27,0.14486558368207736,0.6896735536372276,Saves
7Networks_RH_Vis_28,0.36687007102588653,0.2970435674714401,Saves
7Networks_RH_Vis_29,0.4022107539742802,0.24921472547064819,Saves
7Networks_RH_Vis_30,0.3803030609844297,0.27832536895853466,Saves
7Networks_RH_SomMot_1,0.19944193274531824,0.5806644374665993,Saves
7Networks_RH_SomMot_2,0.3173189608645416,0.37163680541055916,Saves
7Networks_RH_SomMot_3,0.24619850616768885,0.492914764645383,Saves
7Networks_RH_SomMot_4,0.2994398468806227,0.40061535698855344,Saves
7Networks_RH_SomMot_5,0.6540031537456781,0.04023463487298957,Saves
7Networks_RH_SomMot_6,0.7459085886347875,0.013243235461730625,Saves
7Networks_RH_SomMot_7,0.189234978720584,0.60055625478711,Saves
7Networks_RH_SomMot_8,-0.08112782340557798,0.8236963204142365,Saves
7Networks_RH_SomMot_9,0.12481194408462817,0.7311874726919393,Saves
7Networks_RH_SomMot_10,0.5356356702234208,0.1105490808248855,Saves
7Networks_RH_SomMot_11,0.3404489350468095,0.33574926259951315,Saves
7Networks_RH_SomMot_12,0.3678885998039093,0.29560139076675646,Saves
7Networks_RH_SomMot_13,0.4961316965767396,0.1447107931007525,Saves
7Networks_RH_SomMot_14,-0.0801805502260525,0.8257283037234124,Saves
7Networks_RH_SomMot_15,0.5309204855754572,0.11432903152123353,Saves
7Networks_RH_SomMot_16,0.4913725840194438,0.1492127382745529,Saves
7Networks_RH_SomMot_17,0.7328236995328816,0.01591095628166535,Saves
7Networks_RH_SomMot_18,0.5276402391891893,0.11700575628060919,Saves
7Networks_RH_SomMot_19,0.8379537912527781,0.002468785213029373,Saves
7Networks_RH_SomMot_20,0.6094150318878256,0.06143106024204971,Saves
7Networks_RH_SomMot_21,-0.09769824965385164,0.7883133208064779,Saves
7Networks_RH_SomMot_22,0.6003902146435078,0.06646448082521574,Saves
7Networks_RH_SomMot_23,0.8366916120619075,0.002542509589106419,Saves
7Networks_RH_SomMot_24,0.8039162466419928,0.005066639179298173,Saves
7Networks_RH_SomMot_25,0.43985935021573896,0.20335386465066863,Saves
7Networks_RH_SomMot_26,0.5857765677607264,0.07517372186264666,Saves
7Networks_RH_SomMot_27,0.6309434767973884,0.050453429900181035,Saves
7Networks_RH_SomMot_28,0.8363361650318368,0.002563554571918428,Saves
7Networks_RH_SomMot_29,0.22776821622275759,0.5268104215576078,Saves
7Networks_RH_SomMot_30,0.6822915300460831,0.02972846749696841,Saves
7Networks_RH_SomMot_31,0.8719044757438901,0.0010063391079624777,Saves
7Networks_RH_SomMot_32,0.7272400622233834,0.0171554446887451,Saves
7Networks_RH_SomMot_33,0.6215426110327271,0.05507154844636113,Saves
7Networks_RH_SomMot_34,0.3909166921943416,0.264001401902346,Saves
7Networks_RH_SomMot_35,0.7365452366271352,0.015117300895169892,Saves
7Networks_RH_SomMot_36,0.7165421523197057,0.01972581481336058,Saves
7Networks_RH_SomMot_37,0.7547934794725277,0.011621252063507902,Saves
7Networks_RH_SomMot_38,0.7006137368678969,0.02402870291743081,Saves
7Networks_RH_SomMot_39,0.6377479525971227,0.04727655020929144,Saves
7Networks_RH_SomMot_40,0.8529792467338508,0.001705060253134226,Saves
7Networks_RH_DorsAttn_Post_1,0.36741979322127527,0.2962647283159837,Saves
7Networks_RH_DorsAttn_Post_2,0.6273302928525495,0.05219666351016877,Saves
7Networks_RH_DorsAttn_Post_3,0.35405000827999056,0.3155145663124478,Saves
7Networks_RH_DorsAttn_Post_4,0.5094926559481532,0.13251891978000027,Saves
7Networks_RH_DorsAttn_Post_5,0.23405973942472483,0.5151340417715574,Saves
7Networks_RH_DorsAttn_Post_6,0.8402388334269827,0.002339255318484297,Saves
7Networks_RH_DorsAttn_Post_7,0.22866005055380068,0.5251487510466184,Saves
7Networks_RH_DorsAttn_Post_8,0.8146287064971143,0.004103193509076697,Saves
7Networks_RH_DorsAttn_Post_9,0.9085115261049014,0.0002741247742799289,Saves
7Networks_RH_DorsAttn_Post_10,0.34180999438741844,0.3336950878541277,Saves
7Networks_RH_DorsAttn_Post_11,0.6446945081336865,0.04417402646019094,Saves
7Networks_RH_DorsAttn_Post_12,0.1893189937575318,0.6003915251913773,Saves
7Networks_RH_DorsAttn_Post_13,0.7737825122699657,0.008630785406079674,Saves
7Networks_RH_DorsAttn_Post_14,0.3731820265452968,0.28816660445857967,Saves
7Networks_RH_DorsAttn_Post_15,0.4232139134511459,0.22297639353966683,Saves
7Networks_RH_DorsAttn_Post_16,0.4764367113588046,0.16388825991620898,Saves
7Networks_RH_DorsAttn_Post_17,0.4254933244115309,0.22022792090961035,Saves
7Networks_RH_DorsAttn_Post_18,0.6109831862840108,0.06058284769224803,Saves
7Networks_RH_DorsAttn_Post_19,0.8323263106474502,0.002809749283384168,Saves
7Networks_RH_DorsAttn_FEF_1,0.45737568771633025,0.18382793216055154,Saves
7Networks_RH_DorsAttn_FEF_2,0.6155779793408807,0.05814202147580445,Saves
7Networks_RH_DorsAttn_FEF_3,0.7196676885336691,0.018949046922817143,Saves
7Networks_RH_DorsAttn_PrCv_1,0.2679011566003059,0.45424619421594953,Saves
7Networks_RH_SalVentAttn_TempOccPar_1,0.2797533817189175,0.4337256797118797,Saves
7Networks_RH_SalVentAttn_TempOccPar_2,0.29451023019957856,0.4087899572959697,Saves
7Networks_RH_SalVentAttn_TempOccPar_3,-0.022635718977064477,0.950509727550974,Saves
7Networks_RH_SalVentAttn_TempOccPar_4,0.27024178255211984,0.45015958960221814,Saves
7Networks_RH_SalVentAttn_TempOccPar_5,0.3719059518033271,0.28994961031673555,Saves
7Networks_RH_SalVentAttn_TempOccPar_6,0.7115318654472154,0.021016494001542478,Saves
7Networks_RH_SalVentAttn_TempOccPar_7,0.5327549940336841,0.11284891613618131,Saves
7Networks_RH_SalVentAttn_PrC_1,0.4305073119858228,0.21425064579713854,Saves
7Networks_RH_SalVentAttn_FrOperIns_1,-0.5570037668102373,0.09440880035506224,Saves
7Networks_RH_SalVentAttn_FrOperIns_2,-0.4926059496787521,0.14803796046311724,Saves
7Networks_RH_SalVentAttn_FrOperIns_3,-0.2939933012954568,0.40965171377567045,Saves
7Networks_RH_SalVentAttn_FrOperIns_4,0.17713630976850772,0.624445380492781,Saves
7Networks_RH_SalVentAttn_FrOperIns_5,-0.48564540641914744,0.15474188724810387,Saves
7Networks_RH_SalVentAttn_FrOperIns_6,-0.2314805594946905,0.5199077065428684,Saves
7Networks_RH_SalVentAttn_FrOperIns_7,-0.10229677222711261,0.7785528582916064,Saves
7Networks_RH_SalVentAttn_FrOperIns_8,0.24831071084321735,0.48909098068045165,Saves
7Networks_RH_SalVentAttn_PFCl_1,0.041414224819952716,0.9095616039284915,Saves
7Networks_RH_SalVentAttn_Med_1,-0.18154473721351655,0.6157028631944933,Saves
7Networks_RH_SalVentAttn_Med_2,0.655813206018771,0.03949712790091847,Saves
7Networks_RH_SalVentAttn_Med_3,0.48727682630125296,0.153154457331049,Saves
7Networks_RH_SalVentAttn_Med_4,0.14485810312292224,0.6896889086514372,Saves
7Networks_RH_SalVentAttn_Med_5,0.4375745735083474,0.20598572982455443,Saves
7Networks_RH_SalVentAttn_Med_6,0.6213568735322149,0.05516550536868789,Saves
7Networks_RH_SalVentAttn_Med_7,0.5819336973015703,0.07758077902083821,Saves
7Networks_RH_SalVentAttn_Med_8,0.3264849179208026,0.3571958597028905,Saves
7Networks_RH_Limbic_OFC_1,0.15536846520753336,0.6682175471987007,Saves
7Networks_RH_Limbic_OFC_2,0.0904814724428758,0.8036842527599537,Saves
7Networks_RH_Limbic_OFC_3,0.8742197852020943,0.0009382596303129743,Saves
7Networks_RH_Limbic_OFC_4,0.66065121105006,0.03757069875286165,Saves
7Networks_RH_Limbic_OFC_5,0.8257567641181505,0.003249232936204327,Saves
7Networks_RH_Limbic_OFC_6,0.5556964955041164,0.09535016307617161,Saves
7Networks_RH_Limbic_TempPole_1,0.2979503134613753,0.403077086857097,Saves
7Networks_RH_Limbic_TempPole_2,0.7744643880192124,0.008534796977918788,Saves
7Networks_RH_Limbic_TempPole_3,0.6460133592808678,0.043600824210584324,Saves
7Networks_RH_Limbic_TempPole_4,0.5365706162638506,0.10980903244341632,Saves
7Networks_RH_Limbic_TempPole_5,0.4286702200471517,0.21642974248835795,Saves
7Networks_RH_Limbic_TempPole_6,0.7277174857821788,0.017046478627538945,Saves
7Networks_RH_Limbic_TempPole_7,0.2859620989936078,0.4231502402985726,Saves
7Networks_RH_Cont_Par_1,0.39097432537662574,0.26392475061348486,Saves
7Networks_RH_Cont_Par_2,0.4561747677531457,0.18512983471622352,Saves
7Networks_RH_Cont_Par_3,0.5096623023342368,0.1323683388010378,Saves
7Networks_RH_Cont_Par_4,0.7270326463329528,0.01720293522032615,Saves
7Networks_RH_Cont_Par_5,0.38005316682272616,0.2786675928296841,Saves
7Networks_RH_Cont_Par_6,0.39264733548059305,0.2617050049907858,Saves
7Networks_RH_Cont_Temp_1,0.7234051116031808,0.01804833723861588,Saves
7Networks_RH_Cont_Temp_2,0.5373173187518505,0.10922022884427962,Saves
7Networks_RH_Cont_PFCv_1,-0.25173978519101076,0.48291052852746397,Saves
7Networks_RH_Cont_PFCl_1,0.4808236374667308,0.15949157580330453,Saves
7Networks_RH_Cont_PFCl_2,0.5061150486679398,0.13553892046089008,Saves
7Networks_RH_Cont_PFCl_3,0.24321253350793368,0.49834204054898634,Saves
7Networks_RH_Cont_PFCl_4,0.17874345886975515,0.6212532245879998,Saves
7Networks_RH_Cont_PFCl_5,0.17698093954373245,0.62475427972526,Saves
7Networks_RH_Cont_PFCl_6,0.40705872381311964,0.24301249363819807,Saves
7Networks_RH_Cont_PFCl_7,0.24447405976521563,0.4960460153594169,Saves
7Networks_RH_Cont_PFCl_8,0.7296578695226209,0.01660855646046309,Saves
7Networks_RH_Cont_PFCl_9,0.3643353380457396,0.30064883122433544,Saves
7Networks_RH_Cont_PFCl_10,0.39694890850627695,0.25604509398524355,Saves
7Networks_RH_Cont_PFCl_11,0.758261346964652,0.011027863936427249,Saves
7Networks_RH_Cont_PFCl_12,0.7998113540832117,0.005475277427485435,Saves
7Networks_RH_Cont_PFCl_13,0.5652305554572131,0.08862065161381018,Saves
7Networks_RH_Cont_PFCl_14,0.7010757171223776,0.023895579151040524,Saves
7Networks_RH_Cont_PFCl_15,0.691613050766181,0.026725014711196933,Saves
7Networks_RH_Cont_pCun_1,-0.009788070688124144,0.9785906465998624,Saves
7Networks_RH_Cont_pCun_2,0.4485199962633275,0.1935555648970488,Saves
7Networks_RH_Cont_Cing_1,-0.21187403953755313,0.5567767917303548,Saves
7Networks_RH_Cont_Cing_2,0.48191714779412226,0.1584068152479604,Saves
7Networks_RH_Cont_PFCmp_1,0.5125428177945298,0.1298276358564002,Saves
7Networks_RH_Cont_PFCmp_2,0.6074290753902465,0.06251641931774415,Saves
7Networks_RH_Default_Par_1,0.19885376397414742,0.5818039660642775,Saves
7Networks_RH_Default_Par_2,0.5213292518840023,0.12226485190452552,Saves
7Networks_RH_Default_Par_3,0.7774305416879342,0.0081260130911074,Saves
7Networks_RH_Default_Par_4,0.4024980694921994,0.24884471701296068,Saves
7Networks_RH_Default_Par_5,0.8005665899700114,0.005398391937435707,Saves
7Networks_RH_Default_Temp_1,0.5249406579678544,0.11923775030027137,Saves
7Networks_RH_Default_Temp_2,0.8841712763341907,0.0006832254334980283,Saves
7Networks_RH_Default_Temp_3,0.47548128881727875,0.16485533957347992,Saves
7Networks_RH_Default_Temp_4,0.47746142064197583,0.16285483896998568,Saves
7Networks_RH_Default_Temp_5,0.5654402741573159,0.08847615082128697,Saves
7Networks_RH_Default_Temp_6,0.5308924208966375,0.11435176848526739,Saves
7Networks_RH_Default_Temp_7,0.45783001244011745,0.18333681596341095,Saves
7Networks_RH_Default_Temp_8,0.3479291878222621,0.32453997046045346,Saves
7Networks_RH_Default_PFCv_1,0.4381140355913296,0.20536254852256874,Saves
7Networks_RH_Default_PFCv_2,0.3563607646122996,0.3121418369526468,Saves
7Networks_RH_Default_PFCv_3,0.5690456382632243,0.08601555389921117,Saves
7Networks_RH_Default_PFCv_4,0.42999271715518056,0.2148597650524138,Saves
7Networks_RH_Default_PFCdPFCm_1,0.23485656421604895,0.5136629262827035,Saves
7Networks_RH_Default_PFCdPFCm_2,0.5705961041578146,0.08497105270777887,Saves
7Networks_RH_Default_PFCdPFCm_3,0.3460874493734312,0.3272816052759813,Saves
7Networks_RH_Default_PFCdPFCm_4,0.42108885925998973,0.22555626284904057,Saves
7Networks_RH_Default_PFCdPFCm_5,0.7955392244428047,0.005924959620494909,Saves
7Networks_RH_Default_PFCdPFCm_6,0.31963365068059924,0.3679631334445873,Saves
7Networks_RH_Default_PFCdPFCm_7,0.5771091964917653,0.08067258665739968,Saves
7Networks_RH_Default_PFCdPFCm_8,0.8756493235359994,0.0008979391570564082,Saves
7Networks_RH_Default_PFCdPFCm_9,0.6926546553345592,0.026402877054824896,Saves
7Networks_RH_Default_PFCdPFCm_10,0.4545693633254647,0.18687869203050883,Saves
7Networks_RH_Default_PFCdPFCm_11,0.8672365098679498,0.0011544337863541563,Saves
7Networks_RH_Default_PFCdPFCm_12,0.8030804660194077,0.0051480135269361465,Saves
7Networks_RH_Default_PFCdPFCm_13,0.6962237690957291,0.02531923319089792,Saves
7Networks_RH_Default_pCunPCC_1,0.15268286469407683,0.6736840139917026,Saves
7Networks_RH_Default_pCunPCC_2,0.006102271722243535,0.9866517776723637,Saves
7Networks_RH_Default_pCunPCC_3,-0.03299025590292391,0.9279123065074927,Saves
7Networks_RH_Default_pCunPCC_4,0.19383854084780414,0.5915541676031012,Saves
7Networks_RH_Default_pCunPCC_5,0.2649616756249448,0.45940186540712613,Saves
7Networks_RH_Default_pCunPCC_6,0.6062543468704291,0.06316431858575466,Saves
7Networks_RH_Default_pCunPCC_7,0.21286248528669838,0.554894122133972,Saves
7Networks_RH_Default_pCunPCC_8,0.4529282251976831,0.1886764802865253,Saves
7Networks_RH_Default_pCunPCC_9,0.2640525216238587,0.4610017355005472,Saves
7Networks_LH_Vis_1,0.18009150802783291,0.618580076138343,Interactions
7Networks_LH_Vis_2,0.17849011198274942,0.6217560520213625,Interactions
7Networks_LH_Vis_3,0.04751033766692654,0.8963054103837538,Interactions
7Networks_LH_Vis_4,0.03147214788606845,0.9312228270069356,Interactions
7Networks_LH_Vis_5,0.10296225874699368,0.7771426233798375,Interactions
7Networks_LH_Vis_6,0.21504587297862085,0.5507443050531324,Interactions
7Networks_LH_Vis_7,0.050617694432431165,0.889557054829726,Interactions
7Networks_LH_Vis_8,0.3469290980560425,0.3260272336281292,Interactions
7Networks_LH_Vis_9,0.21272455505490362,0.5551566854874603,Interactions
7Networks_LH_Vis_10,0.025136585450518747,0.9450484491251261,Interactions
7Networks_LH_Vis_11,0.33430947294715213,0.3450954615543874,Interactions
7Networks_LH_Vis_12,0.2692177034268751,0.4519455269030047,Interactions
7Networks_LH_Vis_13,0.032846996523098956,0.9282246687336814,Interactions
7Networks_LH_Vis_14,0.12019438744674606,0.7408403655163511,Interactions
7Networks_LH_Vis_15,0.31192291844831244,0.3802708757358295,Interactions
7Networks_LH_Vis_16,0.14920068799268071,0.6807923856440723,Interactions
7Networks_LH_Vis_17,0.2711435515820559,0.4485896005486223,Interactions
7Networks_LH_Vis_18,0.37362310385134145,0.2875516794343248,Interactions
7Networks_LH_Vis_19,0.1631029444961555,0.65255323970943,Interactions
7Networks_LH_Vis_20,0.10742624626363957,0.767698294732322,Interactions
7Networks_LH_Vis_21,0.30021341572532095,0.3993397407310906,Interactions
7Networks_LH_Vis_22,0.11554222316177563,0.7505986407602041,Interactions
7Networks_LH_Vis_23,0.12011463576862526,0.7410073749190301,Interactions
7Networks_LH_Vis_24,0.43983756864084556,0.2033788625953019,Interactions
7Networks_LH_Vis_25,0.3900003208815419,0.2652218053926647,Interactions
7Networks_LH_Vis_26,0.27864429292995013,0.4356275236851789,Interactions
7Networks_LH_Vis_27,0.2627162170019851,0.46335777558422525,Interactions
7Networks_LH_Vis_28,0.09695351046774794,0.7898965801101536,Interactions
7Networks_LH_Vis_29,0.41198425749886297,0.23680054101715522,Interactions
7Networks_LH_Vis_30,0.2857372212663549,0.423531160518238,Interactions
7Networks_LH_Vis_31,0.3451218760349265,0.32872374159166406,Interactions
7Networks_LH_SomMot_1,0.21833888474067045,0.5445086831928493,Interactions
7Networks_LH_SomMot_2,0.2056217598654461,0.5687423965058197,Interactions
7Networks_LH_SomMot_3,0.433848513045817,0.2103198696517209,Interactions
7Networks_LH_SomMot_4,0.0635798640849948,0.8614799057145497,Interactions
7Networks_LH_SomMot_5,0.5486721643049942,0.1005106015157483,Interactions
7Networks_LH_SomMot_6,0.23660589906465768,0.5104394005038411,Interactions
7Networks_LH_SomMot_7,0.3109474563349117,0.3818420826270811,Interactions
7Networks_LH_SomMot_8,-0.23357221541670958,0.5160349789136534,Interactions
7Networks_LH_SomMot_9,0.20319248654182892,0.5734177719894918,Interactions
7Networks_LH_SomMot_10,0.8390666561067389,0.00240507228378512,Interactions
7Networks_LH_SomMot_11,0.8297630452372119,0.002975773858287618,Interactions
7Networks_LH_SomMot_12,0.6902953092804762,0.027136394905173524,Interactions
7Networks_LH_SomMot_13,0.8017549975689156,0.005278971229796361,Interactions
7Networks_LH_SomMot_14,0.6495298898260178,0.04209688282343978,Interactions
7Networks_LH_SomMot_15,0.8447137740463363,0.002099899199003987,Interactions
7Networks_LH_SomMot_16,0.3388514983259354,0.3381684413014732,Interactions
7Networks_LH_SomMot_17,0.1804096666059239,0.6179497610444564,Interactions
7Networks_LH_SomMot_18,0.7139837448089024,0.020377813160311415,Interactions
7Networks_LH_SomMot_19,0.32055459003177467,0.3665065340765214,Interactions
7Networks_LH_SomMot_20,0.5991039865626119,0.06720310557067914,Interactions
7Networks_LH_SomMot_21,0.7529610399850669,0.011943681083790127,Interactions
7Networks_LH_SomMot_22,0.5047938148331655,0.13673167102319292,Interactions
7Networks_LH_SomMot_23,0.482396668747271,0.15793253748148928,Interactions
7Networks_LH_SomMot_24,0.7916018235130833,0.0063621338865502116,Interactions
7Networks_LH_SomMot_25,0.7826003913740132,0.007446946452176582,Interactions
7Networks_LH_SomMot_26,0.6144059828549182,0.05875832570915608,Interactions
7Networks_LH_SomMot_27,0.8316383742856914,0.0028536353126682435,Interactions
7Networks_LH_SomMot_28,0.7298446883627585,0.016566810862605787,Interactions
7Networks_LH_SomMot_29,0.676370085638506,0.031751362588422406,Interactions
7Networks_LH_SomMot_30,0.8654738429364918,0.001214271164756252,Interactions
7Networks_LH_SomMot_31,0.33689616987532445,0.3411417177170008,Interactions
7Networks_LH_SomMot_32,0.7808309231385546,0.00767465450922241,Interactions
7Networks_LH_SomMot_33,0.8088822729384512,0.004601943490987835,Interactions
7Networks_LH_SomMot_34,0.7967369173163821,0.005796335152828784,Interactions
7Networks_LH_SomMot_35,0.7312019404422352,0.016265714112982336,Interactions
7Networks_LH_SomMot_36,0.7641108980668663,0.010075715009211313,Interactions
7Networks_LH_SomMot_37,0.6516138249884236,0.04122228016386486,Interactions
7Networks_LH_DorsAttn_Post_1,0.44802412874750214,0.1941089648358315,Interactions
7Networks_LH_DorsAttn_Post_2,0.28708386496130933,0.4212524735283099,Interactions
7Networks_LH_DorsAttn_Post_3,0.7097053556110877,0.0215011612817284,Interactions
7Networks_LH_DorsAttn_Post_4,0.5321323542863022,0.11334991911835303,Interactions
7Networks_LH_DorsAttn_Post_5,0.35529640440472593,0.31369299245540916,Interactions
7Networks_LH_DorsAttn_Post_6,0.8767228102315296,0.000868502561025066,Interactions
7Networks_LH_DorsAttn_Post_7,0.35698482483481164,0.31123423453527704,Interactions
7Networks_LH_DorsAttn_Post_8,0.8326743644908956,0.002787731741150704,Interactions
7Networks_LH_DorsAttn_Post_9,0.3920094136923288,0.262550181423305,Interactions
7Networks_LH_DorsAttn_Post_10,0.5323295997918083,0.11319105629734684,Interactions
7Networks_LH_DorsAttn_Post_11,0.8158468868409213,0.0040026618263097405,Interactions
7Networks_LH_DorsAttn_Post_12,0.5146338759853039,0.12800227094161332,Interactions
7Networks_LH_DorsAttn_Post_13,0.5079614224904135,0.1338828439139999,Interactions
7Networks_LH_DorsAttn_Post_14,0.625681421915513,0.0530053008202282,Interactions
7Networks_LH_DorsAttn_Post_15,0.5302530870433281,0.11487049997291374,Interactions
7Networks_LH_DorsAttn_Post_16,0.7682726522598575,0.009434595849708464,Interactions
7Networks_LH_DorsAttn_Post_17,0.7421300082995009,0.013978707227745184,Interactions
7Networks_LH_DorsAttn_FEF_1,0.5157933548891954,0.12699699836363473,Interactions
7Networks_LH_DorsAttn_FEF_2,0.6879934286965003,0.02786536589484942,Interactions
7Networks_LH_DorsAttn_FEF_3,0.7067901318537897,0.022290604313704426,Interactions
7Networks_LH_DorsAttn_FEF_4,0.7042271253373904,0.023000969169697273,Interactions
7Networks_LH_DorsAttn_PrCv_1,0.40955379622268073,0.2398544850524723,Interactions
7Networks_LH_DorsAttn_PrCv_2,0.6703078070616909,0.03391729401789505,Interactions
7Networks_LH_SalVentAttn_ParOper_1,0.39348938190130467,0.2605916832417484,Interactions
7Networks_LH_SalVentAttn_ParOper_2,0.48126157181364937,0.1590566102682628,Interactions
7Networks_LH_SalVentAttn_ParOper_3,0.7372606141475443,0.014967966961740716,Interactions
7Networks_LH_SalVentAttn_ParOper_4,0.5181894091279856,0.12493513882261004,Interactions
7Networks_LH_SalVentAttn_TempOcc_1,0.5668308108415626,0.08752185934430323,Interactions
7Networks_LH_SalVentAttn_FrOperIns_1,-0.38338748436761927,0.2741201220429193,Interactions
7Networks_LH_SalVentAttn_FrOperIns_2,-0.4588460253214322,0.18224132968959272,Interactions
7Networks_LH_SalVentAttn_FrOperIns_3,-0.4734316223144985,0.16694152703911,Interactions
