roi,r,p,metric
7Networks_LH_SalVentAttn_Med_6,0.4980828430683627,0.1428893192488879,Comments
7Networks_LH_SalVentAttn_Med_7,0.7383608510391,0.01474030655355667,Comments
7Networks_LH_Limbic_OFC_1,-0.30163530050941106,0.3970001441949369,Comments
7Networks_LH_Limbic_OFC_2,0.3301910614921993,0.35143817905992947,Comments
7Networks_LH_Limbic_OFC_3,0.7153377828841486,0.020030917119019526,Comments
7Networks_LH_Limbic_OFC_4,0.6977831648924424,0.024855501245620866,Comments
7Networks_LH_Limbic_OFC_5,0.03899347779267006,0.9148313442726609,Comments
7Networks_LH_Limbic_TempPole_1,0.4632174771191435,0.17757212974642278,Comments
7Networks_LH_Limbic_TempPole_2,0.5815223650810927,0.0778413418950088,Comments
7Networks_LH_Limbic_TempPole_3,0.12001661539404326,0.7412126544641676,Comments
7Networks_LH_Limbic_TempPole_4,0.77604767664945,0.008314829383498474,Comments
7Networks_LH_Limbic_TempPole_5,0.476198259296837,0.16412930187955738,Comments
7Networks_LH_Limbic_TempPole_6,0.6103149859479953,0.06094332775062131,Comments
7Networks_LH_Limbic_TempPole_7,0.4453661183597793,0.19709111342494895,Comments
7Networks_LH_Limbic_TempPole_8,0.13981946160000425,0.7000544269602869,Comments
7Networks_LH_Cont_Par_1,0.2957501931895948,0.40672636611182567,Comments
7Networks_LH_Cont_Par_2,0.3367393514117888,0.3413807521886118,Comments
7Networks_LH_Cont_Par_3,0.4544481619101543,0.18701111646127166,Comments
7Networks_LH_Cont_Par_4,0.4346772241486578,0.209351410003251,Comments
7Networks_LH_Cont_Par_5,0.2882588065563808,0.41926902660624193,Comments
7Networks_LH_Cont_Par_6,0.5710442753542275,0.08467066005419502,Comments
7Networks_LH_Cont_Temp_1,0.4916591529932997,0.1489392787332559,Comments
7Networks_LH_Cont_OFC_1,0.4480899169674398,0.19403549047353025,Comments
7Networks_LH_Cont_PFCl_1,0.5170131506972012,0.1259447226829406,Comments
7Networks_LH_Cont_PFCl_2,0.44970852049373783,0.19223290377464441,Comments
7Networks_LH_Cont_PFCl_3,0.29366530542603386,0.41019895203597934,Comments
7Networks_LH_Cont_PFCl_4,0.2405606530633077,0.5031832039336432,Comments
7Networks_LH_Cont_PFCl_5,0.449613563194197,0.19233838291765906,Comments
7Networks_LH_Cont_PFCl_6,0.48159239452676145,0.15872850448783077,Comments
7Networks_LH_Cont_PFCl_7,0.45501483364229794,0.186392446011918,Comments
7Networks_LH_Cont_PFCl_8,0.7551507901554403,0.01155910060772604,Comments
7Networks_LH_Cont_PFCv_1,-0.5083160402118595,0.13356620793546828,Comments
7Networks_LH_Cont_pCun_1,0.09305650984749057,0.7981924852399196,Comments
7Networks_LH_Cont_pCun_2,0.5514445614019404,0.09845320935284278,Comments
7Networks_LH_Cont_Cing_1,0.5513206455437429,0.09854459122178026,Comments
7Networks_LH_Cont_Cing_2,-0.13468287788122094,0.7106675219466295,Comments
7Networks_LH_Cont_PFCmp_1,0.5775713230891724,0.08037304455647702,Comments
7Networks_LH_Default_Temp_1,0.6506949958031825,0.04160638159848668,Comments
7Networks_LH_Default_Temp_2,0.8376782506774192,0.0024847463494127526,Comments
7Networks_LH_Default_Temp_3,0.5548626851218363,0.09595369750214869,Comments
7Networks_LH_Default_Temp_4,0.5916528749111588,0.07158759012366321,Comments
7Networks_LH_Default_Temp_5,0.3122286315137074,0.37977910733836034,Comments
7Networks_LH_Default_Temp_6,0.4647903041968071,0.175909710045902,Comments
7Networks_LH_Default_Temp_7,0.45988289898778245,0.1811273456064432,Comments
7Networks_LH_Default_Temp_8,0.3447335747485598,0.3293046148430485,Comments
7Networks_LH_Default_Temp_9,0.22368714225887668,0.5344414700568969,Comments
7Networks_LH_Default_Temp_10,0.4286132349041193,0.2164975386733347,Comments
7Networks_LH_Default_Par_1,0.5853802956293901,0.0754196633861871,Comments
7Networks_LH_Default_Par_2,0.8156158866386718,0.004021588288755747,Comments
7Networks_LH_Default_Par_3,0.3764003342532183,0.28369605737075193,Comments
7Networks_LH_Default_Par_4,0.831455589716096,0.002865378291141704,Comments
7Networks_LH_Default_Par_5,0.7241069500938604,0.01788257277287112,Comments
7Networks_LH_Default_Par_6,0.7074434998712356,0.02211196409368199,Comments
7Networks_LH_Default_Par_7,0.4066815358180436,0.2434919149477218,Comments
7Networks_LH_Default_PFC_1,0.19423071968825079,0.5907895714329245,Comments
7Networks_LH_Default_PFC_2,0.261903229468487,0.4647937670325596,Comments
7Networks_LH_Default_PFC_3,0.5125697934899618,0.12980398598776982,Comments
7Networks_LH_Default_PFC_4,0.3431176330792266,0.33172764346775563,Comments
7Networks_LH_Default_PFC_5,0.560602800852052,0.0918478188907268,Comments
7Networks_LH_Default_PFC_6,0.5790970150508145,0.07938922056453407,Comments
7Networks_LH_Default_PFC_7,0.2712354665375173,0.44842971508199053,Comments
7Networks_LH_Default_PFC_8,0.6925951419712099,0.026421210783023157,Comments
7Networks_LH_Default_PFC_9,0.325706175983498,0.35841165655549434,Comments
7Networks_LH_Default_PFC_10,0.39290126575588236,0.26136899266551084,Comments
7Networks_LH_Default_PFC_11,0.8866334609470328,0.0006288942822609762,Comments
7Networks_LH_Default_PFC_12,0.40685692832507114,0.2432689181209733,Comments
7Networks_LH_Default_PFC_13,0.7802562237227323,0.007749659821975081,Comments
7Networks_LH_Default_PFC_14,0.7968845559597847,0.0057806185956888485,Comments
7Networks_LH_Default_PFC_15,0.8825006849879371,0.0007219896236426375,Comments
7Networks_LH_Default_PFC_16,0.6415499648968538,0.04556102834627281,Comments
7Networks_LH_Default_PFC_17,0.6765962737527967,0.03167242096311431,Comments
7Networks_LH_Default_PFC_18,0.7832712149611032,0.007361885788836245,Comments
7Networks_LH_Default_PFC_19,0.856739566967187,0.0015445403914156179,Comments
7Networks_LH_Default_PFC_20,0.5707596442185513,0.0848613585718061,Comments
7Networks_LH_Default_PFC_21,0.7600484314220131,0.010730545037034541,Comments
7Networks_LH_Default_PFC_22,0.8005198581286639,0.005403126915793475,Comments
7Networks_LH_Default_PFC_23,0.8051775769626366,0.00494557598100502,Comments
7Networks_LH_Default_PFC_24,0.596748176684103,0.06856981821756875,Comments
7Networks_LH_Default_pCunPCC_1,0.23060989132723475,0.5215232739342077,Comments
7Networks_LH_Default_pCunPCC_2,0.1580163347450637,0.6628415921065792,Comments
7Networks_LH_Default_pCunPCC_3,0.41181764834238793,0.2370091874901735,Comments
7Networks_LH_Default_pCunPCC_4,-0.0676799208511443,0.8526264642192709,Comments
7Networks_LH_Default_pCunPCC_5,-0.20431642880895232,0.5712528277542552,Comments
7Networks_LH_Default_pCunPCC_6,0.42813117590423705,0.21707153939555646,Comments
7Networks_LH_Default_pCunPCC_7,0.7578428526496784,0.01109831679466764,Comments
7Networks_LH_Default_pCunPCC_8,0.7003187985981528,0.024113958047293264,Comments
7Networks_LH_Default_pCunPCC_9,0.7626696058937152,0.01030472043683153,Comments
7Networks_LH_Default_pCunPCC_10,0.3855029717995177,0.27125603785296043,Comments
7Networks_LH_Default_pCunPCC_11,0.4468309342646237,0.19544438372194078,Comments
7Networks_RH_Vis_1,0.08781813535872451,0.8093724830129453,Comments
7Networks_RH_Vis_2,0.11123795618999092,0.759655656635397,Comments
7Networks_RH_Vis_3,0.08027531771246241,0.8255249770850658,Comments
7Networks_RH_Vis_4,0.15059541135369955,0.6779425029080817,Comments
7Networks_RH_Vis_5,0.02040897461918186,0.9553739590345705,Comments
7Networks_RH_Vis_6,0.15159695654814545,0.6758982773573282,Comments
7Networks_RH_Vis_7,0.03223203885692598,0.9295656199868021,Comments
7Networks_RH_Vis_8,0.14783368575147066,0.6835891588744881,Comments
7Networks_RH_Vis_9,0.5307725567994209,0.11444890980184699,Comments
7Networks_RH_Vis_10,0.1978424002154691,0.5837653463928096,Comments
7Networks_RH_Vis_11,0.34892464638853066,0.3230630985190036,Comments
7Networks_RH_Vis_12,0.04975464705036474,0.8914307415203329,Comments
7Networks_RH_Vis_13,0.20212867658334915,0.5754697416839819,Comments
7Networks_RH_Vis_14,0.08865162370574223,0.8075914811738394,Comments
7Networks_RH_Vis_15,0.31956025470700705,0.36807934329951275,Comments
7Networks_RH_Vis_16,0.31254875471460414,0.37926449324695055,Comments
7Networks_RH_Vis_17,0.04102949428499195,0.9103989189934182,Comments
7Networks_RH_Vis_18,0.019752626787312228,0.9568079836003673,Comments
7Networks_RH_Vis_19,0.32934324556910116,0.3527511451593267,Comments
7Networks_RH_Vis_20,0.08864938907380929,0.8075962550853957,Comments
7Networks_RH_Vis_21,0.23268188713695898,0.5176819724323167,Comments
7Networks_RH_Vis_22,0.1856654617677006,0.6075700398629722,Comments
7Networks_RH_Vis_23,0.38518003907043113,0.27169218428346364,Comments
7Networks_RH_Vis_24,0.11638509065453252,0.7488282554206038,Comments
7Networks_RH_Vis_25,0.38937041170826375,0.26606249713789115,Comments
7Networks_RH_Vis_26,0.2615236748807926,0.46546485485974,Comments
7Networks_RH_Vis_27,0.14560664160758122,0.6881529229122403,Comments
7Networks_RH_Vis_28,0.3660827456203908,0.2981609376817353,Comments
7Networks_RH_Vis_29,0.40991076644446367,0.2394045632078584,Comments
7Networks_RH_Vis_30,0.3893196081848649,0.2661303643395553,Comments
7Networks_RH_SomMot_1,0.19306084455226732,0.5930714442319429,Comments
7Networks_RH_SomMot_2,0.3095717061738015,0.38406343044263347,Comments
7Networks_RH_SomMot_3,0.24465780264998813,0.4957119726364442,Comments
7Networks_RH_SomMot_4,0.292753503414462,0.4117220484492393,Comments
7Networks_RH_SomMot_5,0.6585061367938598,0.038416826711133986,Comments
7Networks_RH_SomMot_6,0.7503172124927221,0.012419861952322208,Comments
7Networks_RH_SomMot_7,0.18952674737697855,0.5999842494443888,Comments
7Networks_RH_SomMot_8,-0.07584818868565826,0.8350333140700243,Comments
7Networks_RH_SomMot_9,0.11899560846861269,0.7433517741539859,Comments
7Networks_RH_SomMot_10,0.5370972615013363,0.10939354561251102,Comments
7Networks_RH_SomMot_11,0.3322645647382366,0.34823748419467104,Comments
7Networks_RH_SomMot_12,0.3711563168485888,0.29099979621014577,Comments
7Networks_RH_SomMot_13,0.49018558847682236,0.15034867927242707,Comments
7Networks_RH_SomMot_14,-0.09552320508204364,0.7929392393520103,Comments
7Networks_RH_SomMot_15,0.5290617203816668,0.1158410525792496,Comments
7Networks_RH_SomMot_16,0.4797753060900448,0.16053570659719954,Comments
7Networks_RH_SomMot_17,0.7453743265153563,0.013345542815036351,Comments
7Networks_RH_SomMot_18,0.5336060260736969,0.11216638754923541,Comments
7Networks_RH_SomMot_19,0.8417743404897604,0.0022550167685380204,Comments
7Networks_RH_SomMot_20,0.6196030930608334,0.056057904584837615,Comments
7Networks_RH_SomMot_21,-0.1162770246349496,0.7490551818149239,Comments
7Networks_RH_SomMot_22,0.6141052319799735,0.0589171696888877,Comments
7Networks_RH_SomMot_23,0.8406126066520638,0.0023185443571962718,Comments
7Networks_RH_SomMot_24,0.7994485632877519,0.005512486819091065,Comments
7Networks_RH_SomMot_25,0.419899782255118,0.22700720337320734,Comments
7Networks_RH_SomMot_26,0.6006803248003222,0.06629862066480699,Comments
7Networks_RH_SomMot_27,0.649747046724609,0.04200516847509866,Comments
7Networks_RH_SomMot_28,0.8473697318586685,0.0019665080182837153,Comments
7Networks_RH_SomMot_29,0.2113285195643448,0.557816892918608,Comments
7Networks_RH_SomMot_30,0.6866386593000275,0.028300597591531845,Comments
7Networks_RH_SomMot_31,0.8729804265562068,0.0009742697257843125,Comments
7Networks_RH_SomMot_32,0.7391828472058833,0.014571804111859429,Comments
7Networks_RH_SomMot_33,0.6440113668035841,0.04447290970913546,Comments
7Networks_RH_SomMot_34,0.3828717288741281,0.27482087078576745,Comments
7Networks_RH_SomMot_35,0.7527221460826428,0.011986173102027448,Comments
7Networks_RH_SomMot_36,0.7263793916554067,0.017353102855171745,Comments
7Networks_RH_SomMot_37,0.7660888022801235,0.009767313997765302,Comments
7Networks_RH_SomMot_38,0.7089100767753986,0.021714578364598357,Comments
7Networks_RH_SomMot_39,0.648857428746541,0.04238174359757499,Comments
7Networks_RH_SomMot_40,0.8529576084351135,0.0017060174627213454,Comments
7Networks_RH_DorsAttn_Post_1,0.37957399108623474,0.2793244498931807,Comments
7Networks_RH_DorsAttn_Post_2,0.63375640549497,0.04912342606778637,Comments
7Networks_RH_DorsAttn_Post_3,0.36026487056601725,0.3064867619779209,Comments
7Networks_RH_DorsAttn_Post_4,0.5067179475193518,0.1349967827306192,Comments
7Networks_RH_DorsAttn_Post_5,0.2332637793535453,0.5166053006246853,Comments
7Networks_RH_DorsAttn_Post_6,0.8407144544595876,0.0023129239397673917,Comments
7Networks_RH_DorsAttn_Post_7,0.23648529498986517,0.5106613681927334,Comments
7Networks_RH_DorsAttn_Post_8,0.8124725465182594,0.004285545736936256,Comments
7Networks_RH_DorsAttn_Post_9,0.9115193115996364,0.00024071186765121501,Comments
7Networks_RH_DorsAttn_Post_10,0.3430516741557127,0.3318267403529279,Comments
7Networks_RH_DorsAttn_Post_11,0.652949342932947,0.04066824961047406,Comments
7Networks_RH_DorsAttn_Post_12,0.19007546068063436,0.5989090437232015,Comments
7Networks_RH_DorsAttn_Post_13,0.7860366256111463,0.007018492093274068,Comments
7Networks_RH_DorsAttn_Post_14,0.38553250095255387,0.2712161754589858,Comments
7Networks_RH_DorsAttn_Post_15,0.43030984539452505,0.21448426703889312,Comments
7Networks_RH_DorsAttn_Post_16,0.48755569342284755,0.1528841004487974,Comments
7Networks_RH_DorsAttn_Post_17,0.4280492276801214,0.21716920398704342,Comments
7Networks_RH_DorsAttn_Post_18,0.6139591786223338,0.05899441095894922,Comments
7Networks_RH_DorsAttn_Post_19,0.8428066739885927,0.0021996282918589397,Comments
7Networks_RH_DorsAttn_FEF_1,0.4678062013658965,0.1727479598301616,Comments
7Networks_RH_DorsAttn_FEF_2,0.616904419068494,0.05744966526413887,Comments
7Networks_RH_DorsAttn_FEF_3,0.7208856631261003,0.018652175533887184,Comments
7Networks_RH_DorsAttn_PrCv_1,0.2671806848005032,0.4555074439071619,Comments
7Networks_RH_SalVentAttn_TempOccPar_1,0.2766950831600784,0.4389792584058698,Comments
7Networks_RH_SalVentAttn_TempOccPar_2,0.2914036911450693,0.41398170910208154,Comments
7Networks_RH_SalVentAttn_TempOccPar_3,-0.009041370202904894,0.9802236193814362,Comments
7Networks_RH_SalVentAttn_TempOccPar_4,0.29350398774540853,0.41046822637916325,Comments
7Networks_RH_SalVentAttn_TempOccPar_5,0.3771627199315627,0.28264254701158725,Comments
7Networks_RH_SalVentAttn_TempOccPar_6,0.7182129034874871,0.019307908185652384,Comments
7Networks_RH_SalVentAttn_TempOccPar_7,0.5393752371595635,0.10760777251110099,Comments
7Networks_RH_SalVentAttn_PrC_1,0.4284306021670994,0.21671490193798776,Comments
7Networks_RH_SalVentAttn_FrOperIns_1,-0.5789704426516867,0.0794705416558861,Comments
7Networks_RH_SalVentAttn_FrOperIns_2,-0.4872470661035609,0.15318332640967952,Comments
7Networks_RH_SalVentAttn_FrOperIns_3,-0.28669542215615745,0.421909176952278,Comments
7Networks_RH_SalVentAttn_FrOperIns_4,0.18018265025427257,0.6183994881758226,Comments
7Networks_RH_SalVentAttn_FrOperIns_5,-0.4776173103046545,0.1626979677473024,Comments
7Networks_RH_SalVentAttn_FrOperIns_6,-0.22909455066619352,0.5243399644095761,Comments
7Networks_RH_SalVentAttn_FrOperIns_7,-0.10251047132043606,0.7780999441248753,Comments
7Networks_RH_SalVentAttn_FrOperIns_8,0.23776387202935645,0.5083102417226504,Comments
7Networks_RH_SalVentAttn_PFCl_1,0.04375984094176612,0.9044584428293144,Comments
7Networks_RH_SalVentAttn_Med_1,-0.16469389743255414,0.6493460288712405,Comments
7Networks_RH_SalVentAttn_Med_2,0.6641564350116171,0.03621528765681518,Comments
7Networks_RH_SalVentAttn_Med_3,0.4913927203062008,0.14919351319184027,Comments
7Networks_RH_SalVentAttn_Med_4,0.13786127742380647,0.7040949794811378,Comments
7Networks_RH_SalVentAttn_Med_5,0.4390967918273614,0.20423008663346437,Comments
7Networks_RH_SalVentAttn_Med_6,0.6367136828248309,0.0477505772577768,Comments
7Networks_RH_SalVentAttn_Med_7,0.5882006369745513,0.07368057789346659,Comments
7Networks_RH_SalVentAttn_Med_8,0.32527306716018045,0.3590887365546075,Comments
7Networks_RH_Limbic_OFC_1,0.14792978650797176,0.6833924309878792,Comments
7Networks_RH_Limbic_OFC_2,0.0577648254713134,0.8740602375590596,Comments
7Networks_RH_Limbic_OFC_3,0.8656049212738464,0.001209745549395897,Comments
7Networks_RH_Limbic_OFC_4,0.6517259548973551,0.041175569897735034,Comments
7Networks_RH_Limbic_OFC_5,0.8143742286811355,0.004124420651789975,Comments
7Networks_RH_Limbic_OFC_6,0.5550142973253851,0.09584377617205744,Comments
7Networks_RH_Limbic_TempPole_1,0.2724115221612302,0.44638625418329525,Comments
7Networks_RH_Limbic_TempPole_2,0.7371737969766752,0.014986034827018173,Comments
7Networks_RH_Limbic_TempPole_3,0.6086550157913458,0.061844946532476,Comments
7Networks_RH_Limbic_TempPole_4,0.5289883842957608,0.11590096308865874,Comments
7Networks_RH_Limbic_TempPole_5,0.39071641172966887,0.26426786709473293,Comments
7Networks_RH_Limbic_TempPole_6,0.7269750451702811,0.0172161399287327,Comments
7Networks_RH_Limbic_TempPole_7,0.26287989978363674,0.4630688991039419,Comments
7Networks_RH_Cont_Par_1,0.38670733932953527,0.2696328172751883,Comments
7Networks_RH_Cont_Par_2,0.46363783437038075,0.17712691941309427,Comments
7Networks_RH_Cont_Par_3,0.5080419343301714,0.13381091489269856,Comments
7Networks_RH_Cont_Par_4,0.7306423752219293,0.016389384425384314,Comments
7Networks_RH_Cont_Par_5,0.3822837601293531,0.27562092204539257,Comments
7Networks_RH_Cont_Par_6,0.39736924863060663,0.2554956864007104,Comments
7Networks_RH_Cont_Temp_1,0.7272640071779651,0.017149968054005246,Comments
7Networks_RH_Cont_Temp_2,0.5250175323677517,0.11917382693369877,Comments
7Networks_RH_Cont_PFCv_1,-0.26214353703013155,0.46436910297753253,Comments
7Networks_RH_Cont_PFCl_1,0.49328222024580864,0.1473962091677783,Comments
7Networks_RH_Cont_PFCl_2,0.49357117233456776,0.14712252319995384,Comments
7Networks_RH_Cont_PFCl_3,0.23756314594034028,0.508679049241824,Comments
7Networks_RH_Cont_PFCl_4,0.16868560899043072,0.6413220097604546,Comments
7Networks_RH_Cont_PFCl_5,0.18436445084237474,0.6101336339043297,Comments
7Networks_RH_Cont_PFCl_6,0.40638291205806015,0.243871853099752,Comments
7Networks_RH_Cont_PFCl_7,0.24759016392263164,0.4903939724895622,Comments
7Networks_RH_Cont_PFCl_8,0.7224340450193418,0.01827944276667834,Comments
7Networks_RH_Cont_PFCl_9,0.36443949030113537,0.30050023515614255,Comments
7Networks_RH_Cont_PFCl_10,0.4053282312249481,0.24521637317310124,Comments
7Networks_RH_Cont_PFCl_11,0.7569312942102049,0.011252869850994765,Comments
7Networks_RH_Cont_PFCl_12,0.7984118024430273,0.0056198146068542456,Comments
7Networks_RH_Cont_PFCl_13,0.5698207358772004,0.08549236959877198,Comments
7Networks_RH_Cont_PFCl_14,0.704274407163383,0.022987725337131976,Comments
7Networks_RH_Cont_PFCl_15,0.6940578404064185,0.02597313139936662,Comments
7Networks_RH_Cont_pCun_1,0.0015531648203160227,0.9966024601515233,Comments
7Networks_RH_Cont_pCun_2,0.4502802920944463,0.19159849242671206,Comments
7Networks_RH_Cont_Cing_1,-0.19812862718566893,0.5832100051278705,Comments
7Networks_RH_Cont_Cing_2,0.4917665253044927,0.148836896767025,Comments
7Networks_RH_Cont_PFCmp_1,0.5163501825218368,0.1265159696297822,Comments
7Networks_RH_Cont_PFCmp_2,0.6019935350097901,0.06555122794621622,Comments
7Networks_RH_Default_Par_1,0.2011212246256056,0.5774155497168619,Comments
7Networks_RH_Default_Par_2,0.5210175807793515,0.12252831242883268,Comments
7Networks_RH_Default_Par_3,0.7655717274988548,0.00984728654124407,Comments
7Networks_RH_Default_Par_4,0.4020127739304212,0.24946986479506766,Comments
7Networks_RH_Default_Par_5,0.7959419496636071,0.005881485159373174,Comments
7Networks_RH_Default_Temp_1,0.48194737506409313,0.1583768931741424,Comments
7Networks_RH_Default_Temp_2,0.8604237485239891,0.001398185061915987,Comments
7Networks_RH_Default_Temp_3,0.44083800884357294,0.20223253114071804,Comments
7Networks_RH_Default_Temp_4,0.4608812917238617,0.18005851707685894,Comments
7Networks_RH_Default_Temp_5,0.5529355217524546,0.09735791628734655,Comments
7Networks_RH_Default_Temp_6,0.5135752852758004,0.12892435867976382,Comments
7Networks_RH_Default_Temp_7,0.4441552301710317,0.19845846593421454,Comments
7Networks_RH_Default_Temp_8,0.3345849406762411,0.3446733079437955,Comments
7Networks_RH_Default_PFCv_1,0.4125010797844986,0.23615397713715017,Comments
7Networks_RH_Default_PFCv_2,0.35106417794499684,0.3199007211678129,Comments
7Networks_RH_Default_PFCv_3,0.5400544587588506,0.10707888734602626,Comments
7Networks_RH_Default_PFCv_4,0.4127100552089399,0.23589282385104127,Comments
7Networks_RH_Default_PFCdPFCm_1,0.2447713163569861,0.4955056537359576,Comments
7Networks_RH_Default_PFCdPFCm_2,0.583973749991139,0.07629683061897287,Comments
7Networks_RH_Default_PFCdPFCm_3,0.34773624404010967,0.3248266283204906,Comments
7Networks_RH_Default_PFCdPFCm_4,0.41588623836723837,0.23194365152176985,Comments
7Networks_RH_Default_PFCdPFCm_5,0.7777956497282447,0.008076671971798857,Comments
7Networks_RH_Default_PFCdPFCm_6,0.34565429685556026,0.32792813655477693,Comments
7Networks_RH_Default_PFCdPFCm_7,0.5634786061075224,0.08983369150536492,Comments
7Networks_RH_Default_PFCdPFCm_8,0.8707172691290322,0.0010426089061967344,Comments
7Networks_RH_Default_PFCdPFCm_9,0.6745942994486691,0.03237578037910027,Comments
7Networks_RH_Default_PFCdPFCm_10,0.46207075201245806,0.1787900235830328,Comments
7Networks_RH_Default_PFCdPFCm_11,0.8610232823669606,0.0013753584074871108,Comments
7Networks_RH_Default_PFCdPFCm_12,0.8033839208832856,0.005118361155508966,Comments
7Networks_RH_Default_PFCdPFCm_13,0.6825992495521602,0.0296258122075083,Comments
7Networks_RH_Default_pCunPCC_1,0.15189665557519186,0.6752869399847071,Comments
7Networks_RH_Default_pCunPCC_2,0.021063120860357526,0.9539448593399578,Comments
7Networks_RH_Default_pCunPCC_3,-0.027185137585951778,0.94057644040605,Comments
7Networks_RH_Default_pCunPCC_4,0.19390077049350443,0.5914328197941693,Comments
7Networks_RH_Default_pCunPCC_5,0.2706443015080241,0.4494584934321355,Comments
7Networks_RH_Default_pCunPCC_6,0.6077391640411791,0.062346127100539425,Comments
7Networks_RH_Default_pCunPCC_7,0.22889684642601943,0.5247079116359894,Comments
7Networks_RH_Default_pCunPCC_8,0.44451211874911983,0.19805488972516547,Comments
7Networks_RH_Default_pCunPCC_9,0.2664838727799008,0.4567287682884883,Comments
7Networks_LH_Vis_1,0.17532000865596076,0.6280597382030143,Shares
7Networks_LH_Vis_2,0.17077894706772748,0.6371273099286023,Shares
7Networks_LH_Vis_3,0.05160635190545315,0.8874112725588781,Shares
7Networks_LH_Vis_4,0.03410839208676024,0.9254746341500697,Shares
7Networks_LH_Vis_5,0.11216447062484226,0.7577038283488509,Shares
7Networks_LH_Vis_6,0.229308606316529,0.5239417045543784,Shares
7Networks_LH_Vis_7,0.05164694417419133,0.8873231850838658,Shares
7Networks_LH_Vis_8,0.35043682376018725,0.3208263164262777,Shares
7Networks_LH_Vis_9,0.2260020510660513,0.5301074514180208,Shares
7Networks_LH_Vis_10,0.021472787993187303,0.9530499280256782,Shares
7Networks_LH_Vis_11,0.3458257120075394,0.3276722002734611,Shares
7Networks_LH_Vis_12,0.2812347324017451,0.43119147536587965,Shares
7Networks_LH_Vis_13,0.034624064918971416,0.9243505919386578,Shares
7Networks_LH_Vis_14,0.12538347414254147,0.729995032828836,Shares
7Networks_LH_Vis_15,0.3265803647055794,0.3570469877651292,Shares
7Networks_LH_Vis_16,0.15109101558321128,0.6769307017349064,Shares
7Networks_LH_Vis_17,0.2843276441923448,0.4259224823503961,Shares
7Networks_LH_Vis_18,0.3918204589116957,0.26280081372256564,Shares
7Networks_LH_Vis_19,0.17103781337623106,0.6366092262570451,Shares
7Networks_LH_Vis_20,0.10883434096461488,0.764724873492443,Shares
7Networks_LH_Vis_21,0.30444977056220324,0.3923886811870335,Shares
7Networks_LH_Vis_22,0.12100529725933633,0.7391427793098777,Shares
7Networks_LH_Vis_23,0.11854614993117843,0.744293940649478,Shares
7Networks_LH_Vis_24,0.45840205384951915,0.18271955232720044,Shares
7Networks_LH_Vis_25,0.40008375333823,0.25196342343954936,Shares
7Networks_LH_Vis_26,0.29081721740529176,0.41496531814947946,Shares
7Networks_LH_Vis_27,0.26914977177487787,0.45206410878597286,Shares
7Networks_LH_Vis_28,0.09736943040392104,0.7890122799999714,Shares
7Networks_LH_Vis_29,0.4212766858384896,0.22532755595425114,Shares
7Networks_LH_Vis_30,0.301014351606407,0.39802105306880337,Shares
7Networks_LH_Vis_31,0.34713518859120607,0.32572046185772,Shares
7Networks_LH_SomMot_1,0.24127782458413058,0.5018720141435551,Shares
7Networks_LH_SomMot_2,0.2262688273209582,0.5296089051865294,Shares
7Networks_LH_SomMot_3,0.45861744584438807,0.18248745103707104,Shares
7Networks_LH_SomMot_4,0.06547525731298953,0.8573853128858622,Shares
7Networks_LH_SomMot_5,0.5789781619755051,0.07946558055201791,Shares
7Networks_LH_SomMot_6,0.2601931438236926,0.4678207437849049,Shares
7Networks_LH_SomMot_7,0.3331504946750142,0.3468744692481487,Shares
7Networks_LH_SomMot_8,-0.22249370861392526,0.5366813943022307,Shares
7Networks_LH_SomMot_9,0.22032969122129292,0.5407525548694723,Shares
7Networks_LH_SomMot_10,0.8624791159838258,0.0013210561012332496,Shares
7Networks_LH_SomMot_11,0.85390206297857,0.001664598638886746,Shares
7Networks_LH_SomMot_12,0.7154794682913062,0.01999485583667934,Shares
7Networks_LH_SomMot_13,0.8119840692302818,0.0043276496094198195,Shares
7Networks_LH_SomMot_14,0.6760108312930604,0.03187702030701301,Shares
7Networks_LH_SomMot_15,0.8692079038501165,0.0010900831202786945,Shares
7Networks_LH_SomMot_16,0.359001278647969,0.30831110567621106,Shares
7Networks_LH_SomMot_17,0.18878818191785604,0.6014325699190695,Shares
7Networks_LH_SomMot_18,0.7444941453557585,0.013515294691540745,Shares
7Networks_LH_SomMot_19,0.35760549292752847,0.31033294345002316,Shares
7Networks_LH_SomMot_20,0.6108296730478839,0.06066554035978705,Shares
7Networks_LH_SomMot_21,0.7843661370137778,0.00722453229378835,Shares
7Networks_LH_SomMot_22,0.522743556883091,0.12107374466032805,Shares
7Networks_LH_SomMot_23,0.5112557109358267,0.13095914931115157,Shares
7Networks_LH_SomMot_24,0.8136569578693352,0.004184674529820597,Shares
7Networks_LH_SomMot_25,0.8137660707527848,0.004175468194519598,Shares
7Networks_LH_SomMot_26,0.6537778365906549,0.04032708407607018,Shares
7Networks_LH_SomMot_27,0.8536563714879934,0.001675302482446242,Shares
7Networks_LH_SomMot_28,0.7531715118034159,0.011906332143307498,Shares
7Networks_LH_SomMot_29,0.7020337577548952,0.023621128416925583,Shares
7Networks_LH_SomMot_30,0.887575414295474,0.0006089691090030665,Shares
7Networks_LH_SomMot_31,0.37447349858812473,0.28636810095688564,Shares
7Networks_LH_SomMot_32,0.804628377608881,0.004998031619814107,Shares
7Networks_LH_SomMot_33,0.8275921112434087,0.0031218103535496575,Shares
7Networks_LH_SomMot_34,0.8243635848825246,0.0033484205986585155,Shares
